name,phone,website,address,rating,reviews,timings,timestamp
Tiya,+1 415-400-8500,https://www.tiyasf.com/,"3213 Scott St, San Francisco, CA 94123, United States",4.6,,Hours: Closed ⋅ Opens 5 pmUpdated by this business 10 weeks agoWednesday5–10 pmThursday5–10 pmFriday5–11 pmSaturday5–11 pmSundayClosedMonday5–10 pmTuesday5–10 pmUpdated by this business 10 weeks agoSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:03.045Z
Agra Cafe Indian Cuisine,+1 323-665-7890,https://www.agracafeonline.com/,"4325 Sunset Blvd, Los Angeles, CA 90029, United States",4.0,,HoursAgra Cafe Indian Cuisine11 am–1 amWednesday11 am–1 amThursday11 am–1 amFriday11 am–1 amSaturday11 am–1 amSunday11 am–1 amMonday11 am–1 amTuesday11 am–1 amSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery11 am–10:30 pmWednesday11 am–10:30 pmThursday11 am–10:30 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–10 pmMonday11 am–10:30 pmTuesday11 am–10:30 pmTakeout11 am–10:30 pmWednesday11 am–10:30 pmThursday11 am–10:30 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–10 pmMonday11 am–10:30 pmTuesday11 am–10:30 pmHours: Closed ⋅ Opens 11 am · More hoursWednesday11 am–1 amThursday11 am–1 amFriday11 am–1 amSaturday11 am–1 amSunday11 am–1 amMonday11 am–1 amTuesday11 am–1 amSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:04.924Z
Lal Mirch,+1 818-980-2273,http://www.lalmirch.com/,"11138 Ventura Blvd, Studio City, CA 91604, United States",4.4,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–2:30 pm, 4:30–9:30 pmThursday11 am–2:30 pm, 4:30–9:30 pmFriday11 am–2:30 pm, 4:30–9:30 pmSaturday11 am–2:30 pm, 4:30–9:30 pmSunday4:30–9:30 pmMonday11 am–2:30 pm, 4:30–9:30 pmTuesday11 am–2:30 pm, 4:30–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:06.994Z
Apna Indian Kitchen,+1 805-770-8479,http://apnasb.com/,"718 State St, Santa Barbara, CA 93101, United States",4.6,,Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–9 pmThursday11:30 am–9 pmFriday11:30 am–9 pmSaturday11:30 am–9 pmSunday12–9 pmMondayClosedTuesday11:30 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:09.026Z
India's Tandoori,+1 310-528-8083,http://indiastandoori.net/,"5468 Wilshire Blvd, Los Angeles, CA 90036, United States",4.0,,Hours: Closed ⋅ Opens 11 amWednesday11 am–1 amThursday11 am–1 amFriday11 am–1 amSaturday11 am–1 amSunday11 am–1 amMonday11 am–1 amTuesday11 am–1 amSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:14.850Z
Rose Indian Cuisine,+1 415-213-5654,https://roseindiancuisine.com/,"1386 9th Ave, San Francisco, CA 94122, United States",4.5,,Hours: Closed ⋅ Opens 10:15 amWednesday10:15 am–10 pmThursday10:15 am–10 pmFriday10:15 am–10 pmSaturday10:15 am–10 pmSunday10:15 am–10 pmMonday10:15 am–10 pmTuesday10:15 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:16.891Z
Shalimar Restaurant,+1 805-781-0766,https://www.shalimarslo.com/,"3820 Broad St, San Luis Obispo, CA 93401, United States",4.4,,"Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–2:30 pm, 5–9:30 pmThursday11:30 am–2:30 pm, 5–9:30 pmFriday11:30 am–2:30 pm, 5–9:30 pmSaturday11:30 am–2:30 pm, 5–9:30 pmSunday11:30 am–2:30 pm, 5–9:30 pmMonday11:30 am–2:30 pm, 5–9:30 pmTuesday11:30 am–2:30 pm, 5–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:19.425Z
Casa India,+1 213-675-5111,https://instagram.com/casa_india_?igshid=YmMyMTA2M2Y=,"348 S Broadway, Los Angeles, CA 90013, United States",4.2,,Hours: Closed ⋅ Opens 10 amWednesday10 am–10 pmThursday10 am–10 pmFriday10 am–12 amSaturday10 am–12 amSunday10 am–12 amMonday10 am–10 pmTuesday10 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:21.593Z
Mahan Indian Restaurant | Best Indian food | Best Indian Curry | Lunch Special,+1 626-932-0125,https://monrovia.mahanindianrestaurant.com/,"106 S Myrtle Ave, Monrovia, CA 91016, United States",4.3,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–3 pm, 5–10 pmThursday11 am–3 pm, 5–10 pmFriday11 am–3 pm, 5–10 pmSaturday11 am–3 pm, 5–10 pmSunday11 am–3 pm, 5–10 pmMondayClosedTuesday11 am–3 pm, 5–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:23.664Z
Off the Record,+1 510-573-0810,https://www.offtherecordrestaurant.com/,"4137 Bay St, Fremont, CA 94538, United States",4.1,,"Hours: Closed ⋅ Opens 5 pmWednesday5–11:30 pmThursday5–11:30 pmFriday12–3 pm, 5–11:30 pmSaturday12–3 pm, 5–11:30 pmSunday12–3 pm, 5–11:30 pmMondayClosedTuesday5–11:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:25.649Z
Gill's Cuisine of India,+1 213-623-1050,http://gillscuisineofindia.com/,"838 S Grand Ave, Los Angeles, CA 90017, United States",4.2,,"HoursGill's Cuisine of India11 am–3 pm, 5–9 pmWednesday11 am–3 pm, 5–9 pmThursday11 am–3 pm, 5–9 pmFriday11 am–3 pm, 5–9 pmSaturdayClosedSundayClosedMonday11 am–3 pm, 5–9 pmTuesday11 am–3 pm, 5–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery11 am–3 pm, 5–9 pmWednesday11 am–3 pm, 5–9 pmThursday11 am–3 pm, 5–9 pmFriday11 am–3 pm, 5–9 pmSaturday11 am–3 pm, 5–9 pmSundayClosedMonday11 am–3 pm, 5–9 pmTuesday11 am–3 pm, 5–9 pmTakeout11 am–3 pm, 5–9 pmWednesday11 am–3 pm, 5–9 pmThursday11 am–3 pm, 5–9 pmFriday11 am–3 pm, 5–9 pmSaturday11 am–3 pm, 5–9 pmSundayClosedMonday11 am–3 pm, 5–9 pmTuesday11 am–3 pm, 5–9 pmHours: Closed ⋅ Opens 11 am · More hoursWednesday11 am–3 pm, 5–9 pmThursday11 am–3 pm, 5–9 pmFriday11 am–3 pm, 5–9 pmSaturdayClosedSundayClosedMonday11 am–3 pm, 5–9 pmTuesday11 am–3 pm, 5–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:27.662Z
Taste of India,+1 510-791-1316,https://tasteofindiafremont.com/,"5144 Mowry Ave @, Farwell Dr, Fremont, CA 94538, United States",3.4,,HoursTaste of India10 am–9 pmWednesday10 am–9 pmThursday10 am–9 pmFriday10 am–9 pmSaturday10 am–9 pmSunday10 am–9 pmMondayClosedTuesday10 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Online operating hours10 am–9 pmWednesday10 am–9 pmThursday10 am–9 pmFriday10 am–9 pmSaturday10 am–9 pmSunday10 am–9 pmMondayClosedTuesday10 am–9 pmHours: Closed ⋅ Opens 10 am · More hoursWednesday10 am–9 pmThursday10 am–9 pmFriday10 am–9 pmSaturday10 am–9 pmSunday10 am–9 pmMondayClosedTuesday10 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:29.576Z
Urban India Restaurant & Bar,+1 619-238-8380,https://urbanindiasd.com/,"750 Fifth Ave, San Diego, CA 92101, United States",4.0,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–3 pm, 5–10 pmThursday11 am–3 pm, 5–10 pmFriday11 am–3 pm, 5–10 pmSaturday11 am–3 pm, 5–10 pmSunday11 am–3 pm, 5–10 pmMonday11 am–3 pm, 5–10 pmTuesday11 am–3 pm, 5–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:31.550Z
New Indian Cuisine,+1 408-993-8730,http://www.newindiancuisine.biz/?mibextid=Zxz2cZ,"895 Willow St, San Jose, CA 95125, United States",4.2,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–2:30 pm, 5–9:30 pmThursday11 am–2:30 pm, 5–9:30 pmFriday11 am–2:30 pm, 5–10 pmSaturday11 am–2:30 pm, 5–10 pmSunday11 am–2:30 pm, 5–9:30 pmMondayClosedTuesday11 am–2:30 pm, 5–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:33.528Z
The Red Dot Vegetarian Kitchen,+1 661-245-4733,http://thered.kitchen/,"3221 Mt Pinos Way, Frazier Park, CA 93225, United States",4.7,,Hours: Closed ⋅ Opens 6 amWednesday6 am–9 pmThursday6 am–9 pmFriday6 am–9 pmSaturday6 am–9 pmSunday6 am–9 pmMonday6 am–9 pmTuesday6 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:35.537Z
Chennai Tiffins,+1 818-912-6486,http://www.chennaitiffins.com/,"21510 Victory Blvd, Woodland Hills, CA 91367, United States",4.1,,Hours: Closed ⋅ Opens 11 amWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–9:30 pmSaturday9:30 am–9:30 pmSunday9:30 am–9 pmMonday11 am–9 pmTuesday11 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:37.341Z
Honest Indian Vegetarian Restaurant,+1 510-598-4222,https://honestindian.withbites.com/,"3658 Capitol Ave Suite M, Fremont, CA 94538, United States",3.7,,"Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–2:30 pm, 5–9:30 pmThursday11:30 am–2:30 pm, 5–9:30 pmFriday11:30 am–9:30 pmSaturday11:30 am–9:30 pmSunday11:30 am–9:30 pmMonday11:30 am–2:30 pm, 5–9:30 pmTuesday11:30 am–2:30 pm, 5–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:39.136Z
Tabla Indian Restaurant - San Mateo,+1 650-393-4338,https://tablausa.com/,"450 S Norfolk St, San Mateo, CA 94401, United States",4.1,,Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–9:30 pmThursday11:30 am–9:30 pmFriday11:30 am–9:30 pmSaturday11:30 am–9:30 pmSunday11:30 am–9:30 pmMonday11:30 am–9:30 pmTuesday11:30 am–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:41.249Z
MASALA MANDI,096063 04222,http://masalamandi.com/,"Gold Sand Building, 82/8, Sarjapur - Marathahalli Rd, next to Wipro and, opposite to Social Sarjapur, Doddakannelli, Bengaluru, Karnataka 560035",4.3,,"Hours: Opens soon ⋅ 6:30 pmWednesday11:30 am–3:30 pm, 6:30–11:30 pmThursday11:30 am–3:30 pm, 6:30–11:30 pmFriday11:30 am–3:30 pm, 6:30–11:30 pmSaturday11:30 am–3:30 pm, 6:30–11:30 pmSunday11:30 am–3:30 pm, 6:30–11:30 pmMonday11:30 am–3:30 pm, 6:30–11:30 pmTuesday11:30 am–3:30 pm, 6:30–11:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:43.359Z
India's Tandoori Indian Restaurant & Pizza,+1 310-374-7300,https://www.beachtandoori.com/,"916 N Sepulveda Blvd, Manhattan Beach, CA 90266, United States",4.2,,HoursIndia's Tandoori Indian Restaurant & Pizza11 am–11 pmWednesday11 am–11 pmThursday11 am–11 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–11 pmMonday11 am–11 pmTuesday11 am–11 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Delivery11 am–11 pmWednesday11 am–11 pmThursday11 am–11 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–11 pmMonday11 am–11 pmTuesday11 am–11 pmTakeout11 am–11 pmWednesday11 am–11 pmThursday11 am–11 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–11 pmMonday11 am–11 pmTuesday11 am–11 pmHappy hours4–7 pmWednesday4–7 pmThursday4–7 pmFriday4–7 pmSaturday4–7 pmSunday4–7 pmMonday4–7 pmTuesday4–7 pmHours: Closed ⋅ Opens 11 am · More hoursWednesday11 am–11 pmThursday11 am–11 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–11 pmMonday11 am–11 pmTuesday11 am–11 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:45.354Z
"The India Café (Best Nepalese Restaurant in Costa Mesa, CA)",+1 949-200-9365,https://www.indiacafecostamesa.com/,"528 W 19th St, Costa Mesa, CA 92627, United States",4.2,,Hours: Closed ⋅ Opens 11 amWednesday11 am–10 pmThursday11 am–10 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–10 pmTuesday11 am–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:48.214Z
Bhimavaram Ruchulu,+1 510-573-7279,http://www.bhimavaramruchulu.com/,"40827 Fremont Blvd, Fremont, CA 94538, United States",4.0,,"Hours: Closed ⋅ Opens 11:30 amWednesday11:30 am–2:30 pm, 5:30–10 pmThursday11:30 am–2:30 pm, 5:30–10 pmFriday11:30 am–2:30 pm, 5–10:30 pmSaturday11:30 am–10:30 pmSunday11:30 am–9:30 pmMondayClosedTuesday11:30 am–2:30 pm, 5:30–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:51.522Z
Natraj Cuisine of India,+1 949-497-9197,https://menupages.com/natraj/998-s-coast-hwy-laguna-beach,"998 S Coast Hwy, Laguna Beach, CA 92651, United States",3.6,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–2:30 pm, 5–9:30 pmThursday11 am–2:30 pm, 5–9:30 pmFriday11 am–2:30 pm, 5–9:30 pmSaturday11 am–2:30 pm, 5–9:30 pmSunday11 am–2:30 pm, 5–9:30 pmMonday5–9:30 pmTuesday5–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:52:53.582Z
Milan Sweet Center,+1 408-946-2525,http://sliceq.com/milansweet,"296 S Abel St, Milpitas, CA 95035, United States",3.7,,HoursMilan Sweet Center10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmFriday10 am–9 pmSaturday10 am–9 pmSunday10 am–8 pmMondayClosedTuesday10 am–8 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Takeout10 am–7:45 pmWednesday10 am–7:45 pmThursday10 am–7:45 pmFriday10 am–9 pmSaturday10 am–9 pmSunday10 am–7:45 pmMondayClosedTuesday10 am–7:45 pmUpdated by this business 12 weeks agoHours: Closed ⋅ Opens 10 am · More hoursUpdated by this business 12 weeks agoWednesday10 am–8 pmThursday10 am–8 pmFriday10 am–9 pmSaturday10 am–9 pmSunday10 am–8 pmMondayClosedTuesday10 am–8 pmUpdated by this business 12 weeks agoSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:52:55.450Z
The Scene - Craft Kitchen & Bar,088671 77575,https://ap-lucid.com/e28811e9-9,"773, Outer Ring Road, 15th Cross Rd, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078",4.4,,Hours: Open ⋅ Closes 12 amWednesday12 pm–12 amThursday12 pm–12 amFriday12 pm–1 amSaturday8:30 am–1 amSunday8:30 am–1 amMonday12 pm–12 amTuesday12 pm–12 amSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:53:06.919Z
The Taj,+1 530-821-0121,https://www.thetajyuba.com/,"1400 Whyler Rd, Yuba City, CA 95993, United States",4.1,,Hours: Closed ⋅ Opens 9 amWednesday9 am–9 pmThursday9 am–9 pmFriday9 am–9 pmSaturday9 am–9 pmSunday9 am–9 pmMonday9 am–9 pmTuesday9 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:53:09.194Z
Tandoori Eats,+1 424-298-8525,http://tandoorieats.com/,"10004 National Blvd, Los Angeles, CA 90034, United States",4.5,,"Hours: Closed ⋅ Opens 11 amWednesday11 am–2:30 pm, 4–9:30 pmThursday11 am–2:30 pm, 4–9:30 pmFriday11 am–2:30 pm, 4–9:30 pmSaturday11 am–2:30 pm, 4–9:30 pmSunday11 am–2:30 pm, 4–9:30 pmMonday11 am–2:30 pm, 4–9:30 pmTuesday11 am–2:30 pm, 4–9:30 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.",2024-11-20T12:53:11.312Z
Darbar Halal Restaurant,+1 916-647-3658,https://www.darbarhalalrestaurants.com/,"8649 Elk Grove Blvd, Elk Grove, CA 95624, United States",4.1,,Hours: Closed ⋅ Opens 11 amWednesday11 am–11 pmThursday11 am–11 pmFriday11 am–11 pmSaturday11 am–11 pmSunday11 am–11 pmMonday11 am–11 pmTuesday11 am–11 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:53:13.480Z
Manchurian Indian & Nepalese Cuisine,+1 916-572-0142,http://www.ordermanchurian.com/,"767 Ikea Ct #100, West Sacramento, CA 95605, United States",4.5,,HoursManchurian Indian & Nepalese Cuisine11 am–9 pmWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–9 pmSaturday11 am–9 pmSunday11 am–9 pmMonday11 am–9 pmTuesday11 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Takeout11 am–9 pmWednesday11 am–9 pmThursday11 am–8:30 pmFriday11 am–8:30 pmSaturday11 am–9 pmSunday11 am–9 pmMonday11 am–8:30 pmTuesday11 am–8:30 pmHours: Closed ⋅ Opens 11 am · More hoursWednesday11 am–9 pmThursday11 am–9 pmFriday11 am–9 pmSaturday11 am–9 pmSunday11 am–9 pmMonday11 am–9 pmTuesday11 am–9 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:53:15.580Z
Shor,+1 562-202-9274,https://www.shorbazaarla.com/,"12155 E Carson St, Hawaiian Gardens, CA 90716, United States",4.3,,Hours: Closed ⋅ Opens 4 pmWednesday4–10 pmThursday4–10 pmFriday4–11 pmSaturday2–10:30 pmSunday2–10:30 pmMonday4–10 pmTuesday4–10 pmSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:53:17.601Z
Anar Indian Restaurant | Order Food Online,+1 323-466-0422,https://www.anarla.com/,"1807 N Cahuenga Blvd, Los Angeles, CA 90028, United States",3.6,,HoursAnar Indian Restaurant | Order Food Online11 am–10 pmWednesday11 am–10 pmThursday11 am–10 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–10 pmTuesdayClosedSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Takeout11 am–10 pmWednesday11 am–10 pmThursday11 am–10 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–10 pmTuesday3–10 pmDelivery11 am–10:45 pmWednesday11 am–10:45 pmThursday11 am–10:45 pmFriday11 am–10:45 pmSaturday11 am–10:45 pmSunday11 am–10:45 pmMonday11 am–10:45 pmTuesday11 am–10:45 pmHours: Closed ⋅ Opens 11 am · More hoursWednesday11 am–10 pmThursday11 am–10 pmFriday11 am–10 pmSaturday11 am–10 pmSunday11 am–10 pmMonday11 am–10 pmTuesdayClosedSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:53:20.365Z
Whitefield Social,086574 06121,http://socialoffline.in/,"Shop 29, Ground Floor, Phoenix Marketcity, ITPL Main Rd, Devasandra Industrial Estate, Krishnarajapuram, Bengaluru, Karnataka 560048",4.0,,HoursWhitefield Social11 am–12:30 amWednesday11 am–12:30 amThursday11 am–12:30 amFriday11 am–12:30 amSaturday11 am–12:30 amSunday11 am–12:30 amMonday11 am–12:30 amTuesday11 am–12:30 amSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.Drive-through9 am–11:30 pmWednesday9 am–11:30 pmThursdayClosedFridayClosedSaturdayClosedSundayClosedMondayClosedTuesdayClosedHappy hoursClosed todayWednesdayClosedThursdayClosedFridayClosedSaturdayClosedSunday9 am–11:30 pmMondayClosedTuesdayClosedDelivery9 am–11:30 pmWednesday9 am–11:30 pmThursdayClosedFriday9 am–11:30 pmSaturdayClosedSundayClosedMondayClosedTuesdayClosedDinner9 am–11:30 pmWednesday9 am–11:30 pmThursdayClosedFridayClosedSaturday9 am–11:30 pmSundayClosedMonday9 am–11:30 pmTuesdayClosedHours: Open ⋅ Closes 12:30 amDrive-through: Open ⋅ Closes 11:30 pm · More hoursWednesday11 am–12:30 amThursday11 am–12:30 amFriday11 am–12:30 amSaturday11 am–12:30 amSunday11 am–12:30 amMonday11 am–12:30 amTuesday11 am–12:30 amSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:53:22.971Z
Indian Market,+1 559-840-2940,http://indianmarketca.com/,"2811 W Clinton Ave, Fresno, CA 93705, United States",3.6,,Hours: Closed ⋅ Opens 8 amUpdated by this business 10 weeks agoWednesday8 am–10 pmThursday8 am–10 pmFriday8 am–10 pmSaturday8 am–10 pmSunday8 am–10 pmMonday8 am–10 pmTuesday8 am–10 pmUpdated by this business 10 weeks agoSuggest new hoursThanks for your feedback.Your responses help to improve the Google Search experience.Note: Your feedback won't directly influence the ranking of any single page.Learn moreDoneReview this businessUnable to add this file. Please check that it is a valid photo.,2024-11-20T12:53:25.467Z
